Trading name,Industry (ANZSIC4) description,Longitude,Latitude
Vacant,Vacant Space,144.9403487,-37.78880331
Tooth Heaven,Dental Services,144.9327145,-37.78868361
Vacant,Vacant Space,144.95976230000002,-37.81703239
Vacant,Vacant Space,144.95976230000002,-37.81703239
Vacant,Vacant Space,144.95976230000002,-37.81703239
Vacant,Vacant Space,144.95976230000002,-37.81703239
Sass & Bide,Women's Clothing Retailing,144.9523782,-37.82539976
SBA Law,Legal Services,144.95555290000001,-37.81677365
Vacant,Vacant Space,144.94853510000002,-37.80399483
Spark Hair,Pharmaceutical and Toiletry Goods Wholesaling,144.9187862,-37.82221049
Ambulance Service Victoria,Ambulance Services,144.9466005,-37.80832284
Cricket Australia ,Sport and Physical Recreation Administrative Service,144.9808677,-37.81826184
Vacant,Vacant Space,144.949999,-37.8026332
Kerbrider,Motor Vehicle Parts Retailing,144.920988,-37.82600955
Veda Advantage (Australia) Pty Limited,Credit Reporting and Debt Collection Services,144.9589392,-37.81595642
G-Star Raw,Clothing Retailing,144.95834319999997,-37.82559096
Jolly J's,Cafes and Restaurants,144.9665517,-37.81724878
Tim McMonagle,"Creative Artists, Musicians, Writers and Performers",144.9667041,-37.81674222
Bond University Limited ,Educational Support Services,144.9645574,-37.81567229
Landscape Discoveries,Landscape Construction Services,144.9098977,-37.82476037
Politix,Men's Clothing Retailing,144.951187,-37.81501701
Little Real Estate,Real Estate Services ,144.9548146,-37.81601898
Chameleon Customer Contact,Call Centre Operation,144.95052280000002,-37.80458647
Network Public Bar & Pizzeria,"Funeral, Crematorium and Cemetery Services",144.9523393,-37.81815358
Orthopaedic Associates Melbourne,Specialist Medical Services,144.9841619,-37.81229599
Vacant,Vacant Space,144.960802,-37.816869700000005
Vacant,Vacant Space,144.960802,-37.816869700000005
Vacant,Vacant Space,144.960802,-37.816869700000005
Vacant,Vacant Space,144.960802,-37.816869700000005
Citywide,Building and Other Industrial Cleaning Services,144.9387895,-37.79903786
Allen & Unwin,Book Publishing,144.9773437,-37.80937002
Ardrossan Insurance Brokers,Auxiliary Insurance Services,144.9449612,-37.81396231
Clarus Telecom Group,Computer System Design and Related Services,144.9715746,-37.81501535
Hong Guo,Cafes and Restaurants,144.9603119,-37.816999100000004
vacant,Vacant Space,144.9505938,-37.81026196
Vacant,Vacant Space,144.9513664,-37.80562951
Boutique Corporate Advisory Pty Ltd,Accounting Services,144.97270830000002,-37.81342593
Chia Chia,Cafes and Restaurants,144.9450469,-37.82100111
Victorian Planning Authority,State Government Administration,144.9726281,-37.81430616
Australian Romanian Community Welfare Association,Other Social Assistance Services,144.9415641,-37.79415526
Vacant,Vacant Space,144.97070730000002,-37.82912559
Vacant,Vacant Space,144.97070730000002,-37.82912559
Vacant,Vacant Space,144.97070730000002,-37.82912559
Vacant,Vacant Space,144.97070730000002,-37.82912559
Vacant,Vacant Space,144.97070730000002,-37.82912559
Vacant,Vacant Space,144.97070730000002,-37.82912559
All Graduates Interprting & Translating,"Other Professional, Scientific and Technical Services n.e.c.",144.9662418,-37.82204573
Fiserv Solutions Of Australia Pty Ltd,Other Auxiliary Finance and Investment Services,144.94995169999999,-37.81158684
Vacant,Vacant Space,144.9552803,-37.81472953
Resource Architecture Pty Ltd ,Architectural Services,144.9611687,-37.81058781
CZ United Australia Pty Ltd,Other Store-Based Retailing n.e.c.,144.96582800000002,-37.81223642
Origin Energy (Vic) Pty Limited,On Selling Electricity and Electricity Market Operation,144.9684259,-37.80864972
Helen Grogan,"Creative Artists, Musicians, Writers and Performers",144.9667041,-37.81674222
Commonwealth Director of Public Prosecutions,Justice,144.95835290000002,-37.813052500000005
Subway,Cafes and Restaurants,144.95834319999997,-37.82559096
Beer Wine and Calzone,Cafes and Restaurants,144.95657830000002,-37.81124428
Hana Sushi,Takeaway Food Services,144.9375906,-37.81187395
Tao .Jiang Lawyers,Legal Services,144.9602243,-37.81467989
Vacant,Vacant Space,144.9459378,-37.80229102
Crisp Creative Salad,Takeaway Food Services,144.9573923,-37.81531863
Yens Kitchen,Takeaway Food Services,144.9387115,-37.79407351
Tommy Hilfiger,Clothing Retailing,144.9630189,-37.81073331
Container Transport Alliance Australia,Management Advice and Other Consulting Services,144.9394657,-37.788769200000004
Riverboats Music Festival,Other Administrative Services n.e.c.,144.9321847,-37.79705914
Bull And Bear Tavern,"Pubs, Taverns and Bars",144.9630313,-37.81782313
Immersive,Internet Service Providers and Web Search Portals,144.9685429,-37.81663851
Bevington Group,Management Advice and Other Consulting Services,144.97143469999997,-37.81471553
Voodu Marketing,Advertising Services,144.96667380000002,-37.80901615
CIBT Hamilton Watts,Other Personal Services n.e.c.,144.9662961,-37.83070462
Senator Richard Di Natale,State Government Administration,144.9702813,-37.8139675
Gongshin Migration Services,Other Personal Services n.e.c.,144.96252990000002,-37.81819275
South Yarra Presbyterian Church,Religious Services,144.98548799999998,-37.8405657
Market Forces,Other Interest Group Services n.e.c.,144.9641733,-37.81573222
LAC-CON Neurosugery,Specialist Medical Services,144.95019140000002,-37.79382016
Odyssey Travel,Travel Agency and Tour Arrangement Services,144.96510469999998,-37.81169356
The Pavilion,Cafes and Restaurants,144.9804557,-37.81296163
Blu Nite,Cafes and Restaurants,144.96325380000002,-37.81706705
Xpressions Pole Fitness and Exotic Dance Studio,Other Personal Services n.e.c.,144.95746599999998,-37.81952934
David Napier Associates,Architectural Services,144.9449612,-37.81396231
Vacant,Vacant Space,144.96817180000002,-37.809942799999995
China Town Seafood,Other Specialised Food Retailing,144.9663574,-37.81177767
Sightseeing Tours Australia,Travel Agency and Tour Arrangement Services,144.9630763,-37.81845149
Dr Maria Katherine Petricevic,Dental Services,144.968026,-37.81534394
Mens Suit Warehouse Direct,Men's Clothing Retailing,144.95964030000002,-37.81331323
Louvre House,Iron Smelting and Steel Manufacturing,144.9187862,-37.82221049
Fitness First,Health and Fitness Centres and Gymnasia Operation,144.9636622,-37.8144328
Latitude Australia Holdings Pty Ltd,Sport and Physical Recreation Administrative Service,144.9685429,-37.81663851
Focus Group Investments,Real Estate Services ,144.9606804,-37.81402844
Powerchina Australia Development Pty Limited,Other Residential Building Construction,144.9727209,-37.81546181
Vacant,Vacant Space,144.96818100000002,-37.81419714
Vacant,Vacant Space,144.96818100000002,-37.81419714
Vacant,Vacant Space,144.96818100000002,-37.81419714
Calibre Consulting,Engineering Design and Engineering Consulting Services,144.9648558,-37.82264237
Nieuw Amsterdam,"Pubs, Taverns and Bars",144.9606805,-37.81213605
Killiney Kopitiam Bourke Street,Cafes and Restaurants,144.9697778,-37.81170307
Tik Tok Watch Centre,Other Repair and Maintenance n.e.c.,144.9663304,-37.81584476
Flight Centre,Travel Agency and Tour Arrangement Services,144.9713561,-37.81310178
Politix,Men's Clothing Retailing,144.95834319999997,-37.82559096
Takeovers Panel,Central Government Administration,144.97131519999996,-37.81460613
Piccolo Me,Cafes and Restaurants,144.9586138,-37.81298088
Southbank Noodle Box,Takeaway Food Services,144.9651132,-37.822555200000004
The College of Law Victoria,Technical and Vocational Education and Training,144.95955,-37.81660734
Le Taj Restaurant,Cafes and Restaurants,144.95203930000002,-37.80775631
Vacant,Vacant Space,144.9657004,-37.81433534
Plus 6zer0,Cafes and Restaurants,144.9602243,-37.81467989
Len Oakes Consulting,Other Allied Health Services,144.96795690000002,-37.79983347
Suspension City Pty Ltd,Other Automotive Repair and Maintenance,144.94645459999998,-37.80212677
Vacant,Vacant Space,144.9536422,-37.82253633
Vacant,Vacant Space,144.9536422,-37.82253633
Platinumsmith,Jewellery and Silverware Manufacturing,144.9658102,-37.81472467
B. & V.O. Trickey,Jewellery and Silverware Manufacturing,144.9667041,-37.81674222
Dr Roy Karna ,Specialist Medical Services,144.9841619,-37.81229599
Melbourne Vietnam Noodle House,Cafes and Restaurants,144.9646962,-37.81221437
CPD Live,Computer System Design and Related Services,144.9649678,-37.81719024
Visionary Design Development and Peter Vernon Architect,Architectural Services,144.94406469999998,-37.8015694
Carlton Travel Service,Travel Agency and Tour Arrangement Services,144.9681146,-37.79907618
David Ross Chambers,Legal Services,144.95644740000003,-37.81270785
Maya Tours & Travel,Travel Agency and Tour Arrangement Services,144.9666228,-37.8163275
Nihonshu Shochu & Sake Bar,Cafes and Restaurants,144.9676444,-37.81098272
Thr1ve,Takeaway Food Services,144.9638386,-37.81245199
Torasan Ramen,Cafes and Restaurants,144.9611573,-37.80894909
Dr Gary L Crosthwaite ,Specialist Medical Services,144.954319,-37.7997297
The Cluster,Office Administrative Services,144.9617799,-37.81822749
A M A Victoria,Business and Professional Association Services,144.95836509999998,-37.78655925
Westpac Banking Corporation,Banking,144.96818100000002,-37.81419714
Vacant,Vacant Space,144.95574530000002,-37.80534793
Chuckle Park,"Pubs, Taverns and Bars",144.9640121,-37.81488174
Bolte Cafe,Cafes and Restaurants,144.9309535,-37.82210926
Bambini Early Learning Centre,Child Care Services,144.95019140000002,-37.79382016
Accelerate Careers,Technical and Vocational Education and Training,144.9467872,-37.81010347
Vacant,Vacant Space,144.9622689,-37.82266873
Ozanam House,Other Residential Care Services,144.94846030000002,-37.79543579
Design Tshirt Store Graniph ,Clothing Retailing,144.9657034,-37.810658000000004
Jane Price Florist Flowers Express,Flower Retailing,144.9671858,-37.80324285
Waterland Melbourne,Non-Residential Property Operators ,144.94368359999999,-37.81389091
Telechoice Bourke Street ,"Electrical, Electronic and Gas Appliance Retailing",144.96687680000002,-37.81259409
Melbourne Mahn Doo,Cafes and Restaurants,144.9586601,-37.81145082
The Tippier & Co,"Pubs, Taverns and Bars",144.9882532,-37.81638513
RMIT University,Higher Education,144.96301630000002,-37.80907233
Tokyo Boeki,Commission-Based Wholesaling,144.9626303,-37.81841106
Fortrend Securities,Financial Asset Investing,144.9726281,-37.81430616
Best Western Riverside Apartments,Accommodation,144.9582721,-37.81974184
Australian Skilled Migration,Other Personal Services n.e.c.,144.957088,-37.81686865
Vacant,Vacant Space,144.9345271,-37.80348449
National Response Centre,Call Centre Operation,144.94019939999998,-37.81427742
Melbourne Exhibition Centre,Other Administrative Services n.e.c.,144.9523782,-37.82539976
Sublink,Internet Service Providers and Web Search Portals,144.9660774,-37.81786688
OPSM,Optometry and Optical Dispensing,144.96536930000002,-37.81490375
Vodafone,"Electrical, Electronic and Gas Appliance Retailing",144.9612468,-37.79739836
Black Orange Boutique,Women's Clothing Retailing,144.9681789,-37.79803089
Vacant,Vacant Space,144.93336259999998,-37.79807002
Links Jewellery,Jewellery and Silverware Manufacturing,144.9658102,-37.81472467
Chandler Services,Employment Placement and Recruitment Services,144.95996530000002,-37.81877654
Vacant,Vacant Space,144.9567872,-37.82774781
ABRISA Brazilian Association ,Other Interest Group Services n.e.c.,144.9661707,-37.81699341
Vacant,Vacant Space,144.9585484,-37.8184145
K & L Gates,Legal Services,144.957551,-37.818662599999996
Maxbury Australia,Other Store-Based Retailing n.e.c.,144.9608186,-37.81804618
Domain Drycleaners,Laundry and Dry-Cleaning Services,144.9822675,-37.834350799999996
Unilodge,Accommodation,144.95334730000002,-37.79895071
Plus 5,"Pubs, Taverns and Bars",144.9503336,-37.82409303
Critical Hit Pty Ltd,Newspaper and Book Retailing,144.9624392,-37.81585501
PeopleScape ,Management Advice and Other Consulting Services,144.96028909999998,-37.81485954
Total Business Service & Training Pty Ltd,Technical and Vocational Education and Training,144.94019939999998,-37.81427742
Auspac Ingredients,Veterinary Pharmaceutical and Medicinal Product Manufacturing,144.9303643,-37.79956857
Charlie & Co,Cafes and Restaurants,144.9638386,-37.81245199
Allmand Partners Chartered Accountants,Accounting Services,144.95892369999999,-37.81817724
Black Widow Graphic  Design,Other Specialised Design Services,144.95799330000003,-37.80988001
Bardot,Women's Clothing Retailing,144.951187,-37.81501701
Ibertours Travel,Commission-Based Wholesaling,144.9798732,-37.84459108
Eastern Market Capela,Clothing Retailing,144.9661325,-37.8011023
Princes Hill Tennis Club,"Sports and Physical Recreation Venues, Grounds and Facilities Operation",144.96139730000002,-37.78509079
vacant,Vacant Space,144.948837,-37.80589636
Sinolink Migration Services Pty Ltd,Other Personal Services n.e.c.,144.9591221,-37.81858017
Vacant,Vacant Space,144.9586507,-37.80575488
Pronto Concrete,Concreting Services,144.9370413,-37.82485893
Eastern (Australia) International Trading Pty Ltd,Commission-Based Wholesaling,144.9624072,-37.82339586
Ghans House,Cafes and Restaurants,144.9672175,-37.80175883
Woodstock Menswear,Men's Clothing Retailing,144.964049,-37.81458812
BOC Corporate,Legal Services,144.9619011,-37.81322929
Architecture HQ,Architectural Services,144.95704080000002,-37.8146364
Allen Kong Architect Pty Ltd,Architectural Services,144.95054069999998,-37.80500905
La Figo,Cafes and Restaurants,144.9551743,-37.81589843
KL Bunga Raya,Cafes and Restaurants,144.9497225,-37.80435713
Collins St Professional Tailors & Dry Cleaners,Laundry and Dry-Cleaning Services,144.9458305,-37.821044
Alecto Finance,Other Auxiliary Finance and Investment Services,144.957088,-37.81686865
Hello Mikko,Women's Clothing Retailing,144.9672768,-37.812431200000006
PAMS,Business and Professional Association Services,144.97919019999998,-37.81749991
Reid Cycles,Sport and Camping Equipment Retailing,144.9565696,-37.80537702
Forcast Outlet,Women's Clothing Retailing,144.93782990000003,-37.81315031
Victorian Mortgage Group Pty Ltd,Financial Asset Broking Services,144.9607219,-37.81176227
AMK Law,Legal Services,144.95644740000003,-37.81270785
Emkc Developments Pty Ltd,Management Advice and Other Consulting Services,144.9688573,-37.81199769
Green Co Parking,Parking Services,144.9536422,-37.82253633
La Di Da,Cafes and Restaurants,144.9556244,-37.81551353
Harvey & Waters Architects,Architectural Services,144.9454269,-37.80141766
Avia Lawyers,Legal Services,144.96270980000003,-37.81858716
Modak Motorcycles,Motor Vehicle Parts Retailing,144.9616454,-37.81165187
City Cpap Pty Ltd,Non-Store Retailing,144.96281159999998,-37.81581721
Preen,Hairdressing and Beauty Services,144.9651564,-37.81625269
Intelligent Financial Markets,Financial Asset Broking Services,144.94019939999998,-37.81427742
Schetzer Constantinou Lawyers,Legal Services,144.9607564,-37.81446659
Kensington Lucky Lotto & Newsagency,Newspaper and Book Retailing,144.9297284,-37.7941397
Vacant,Vacant Space,144.9445796,-37.80097996
Tigerspike,Management Advice and Other Consulting Services,144.97384619999997,-37.813976600000004
Davis Zucco Lawyers,Legal Services,144.9595106,-37.80498659
