Trading name,Longitude,Latitude
Lotus Group,144.9661707,-37.81699341
Allure,144.951187,-37.81501701
Michael Sandor & Associates,144.9558446,-37.81824465
Frank Mason & Associates ,144.9564056,-37.80158369
Parkside Plastic Surgery,144.9841619,-37.81229599
Cafe Sabor,144.949581,-37.80489366
Wanted Shoes,144.9652357,-37.8142367
The Gardens  Shop Lakeside,144.9803723,-37.83016988
T20 Group Pty Ltd,144.9679684,-37.81310923
Melbourne Central Lion Hotel,144.9630189,-37.81073331
Research Master / DCA Database Consultants Australia,144.9499517,-37.81158684
Thyssenkrupp Elevator Australia,144.9101158,-37.8237898
Vacant,144.9081417,-37.80802723
Stephen Farmer & Associates,144.9564474,-37.81270785
Giorgio Armani,144.9726281,-37.81430616
Black Cod,144.9451224,-37.81888389
Ambiance,144.9572395,-37.80745984
Kagawa Japanese Cafe,144.947217,-37.81817241
Core Therapy,144.9657034,-37.810658
Precedence Healthcare,144.9572629,-37.81780327
Vacant,144.9500194,-37.80945603
Vacant,144.9500194,-37.80945603
Giordano,144.9630189,-37.81073331
Vacant,144.9657034,-37.810658
Vacant,144.9657034,-37.810658
Vacant,144.9657034,-37.810658
Vacant,144.9657034,-37.810658
Vacant,144.9657034,-37.810658
Vacant,144.9657034,-37.810658
Vacant,144.9657034,-37.810658
Vacant,144.9657034,-37.810658
Philips Healthcare,144.9345393,-37.82293164
Australai Dream Group,144.9654075,-37.81386024
Senator Gavin Marshall,144.9534954,-37.80532502
Morris & Sons,144.9656577,-37.81541957
Commonwealth Bank of Australia,144.9627888,-37.81722704
Engage People Pty Ltd,144.9583339,-37.81753764
Vacant,144.9506482,-37.82292596
Hammond Migration,144.9532514,-37.81166257
Vacant,144.9580582,-37.81040796
Empire Steak,144.9716953,-37.81309819
Vacant,144.9611591,-37.81508879
Next Perience,144.9605409,-37.81549904
Amad & Amad,144.9710073,-37.79775414
Veronika Maine,144.9630189,-37.81073331
Japan Nails,144.9672768,-37.8124312
Probuild - Site Office,144.9605644,-37.80770983
Leo Burnett,144.9622689,-37.82266873
Moore Stephens Australia,144.957088,-37.81686865
Haworth Australia Pty Ltd,144.9544057,-37.81616637
Maitland Lawyers,144.957088,-37.81686865
AVETA,144.9616143,-37.81773812
United Voice,144.9547597,-37.80504152
Kenny's Bakery Cafe,144.9599857,-37.81452036
IPG Media,144.9591876,-37.8192157
Fossil,144.9630189,-37.81073331
Strategic Project Partners Pty Ltd,144.9693797,-37.81398457
Port Diner,144.934267,-37.808954
Harvest Wool,144.9401994,-37.81427742
Meat Industry Employees Superannuation Fund,144.9664413,-37.80566982
Travel Counsellors,144.9624375,-37.81798973
Harrolds,144.9707498,-37.81492031
Our Community Pty Ltd,144.9497923,-37.8082139
Hy-Tech Industries,144.9377824,-37.80076317
Shanghai Dumpling Restaurant,144.9654386,-37.8118662
Essential Economics,144.9645168,-37.80227388
T-Square Club Cafe,144.9625116,-37.80619487
Fairfields,144.9768062,-37.80934553
Aspect,144.9629442,-37.81491502
Cafe Insieme,144.9643486,-37.81473293
Riverside Takeaway,144.9108259,-37.80395149
North Melbourne Lotto,144.9490363,-37.80439081
Leffler Simes Architects,144.9616337,-37.81334013
Locker Room Club Bar,144.9475776,-37.81656591
Carlton Newsagency,144.9671342,-37.79773076
Taylor Dow Group,144.9187862,-37.82221049
Serco Australia,144.9817381,-37.8410249
Edge Clothing,144.951187,-37.81501701
Evotec,144.9338965,-37.79853115
Organika Hair Carlton,144.969295,-37.79757961
Angad Australian Institute,144.9544768,-37.81256938
Winston Turner Financial Planning Pty Ltd,144.9525486,-37.82290352
Vacant,144.9535531,-37.8153588
Vacant,144.9535531,-37.8153588
Vacant,144.9535531,-37.8153588
Vacant,144.9535531,-37.8153588
Symantum,144.9621637,-37.80063603
Sporting House Direct,144.9378299,-37.81315031
Fitzgerald Frisby Landscape Architecture Pty Ltd,144.9585626,-37.7849288
Interpro,144.9561073,-37.81571393
DPS Pty Ltd ,144.9627098,-37.81858716
Goody's Burger House,144.9673697,-37.8105674
Country Road,144.9669701,-37.79883192
Eye Management,144.9700079,-37.81423688
PPF Partners,144.9523782,-37.82539976
Oakley Thompson & Co Pty Ltd,144.9589237,-37.81817724
Netlearn / Forward Solutions,144.9662418,-37.82204573
Central Grocery,144.9630189,-37.81073331
Rice Paper Vietnamese Restaurant,144.9647365,-37.81230108
Melbourne City Childcare and Kindergarten,144.9558446,-37.81824465
Architectural Lighting Designers,144.9661258,-37.81528474
Mercedes-Benz Autobody,144.9088848,-37.82705925
Sushia,144.9557275,-37.81902044
Credit Suisse Australia,144.9707498,-37.81492031
Thompsons Unique Meats,144.9572395,-37.80745984
Melbourne Business Network Inc,144.9612988,-37.81565401
Ascot Sunglasses & Accessories,144.9523782,-37.82539976
Powers Textiles Pty Ltd,144.9063359,-37.82797655
CWM Loans,144.962689,-37.81601764
Shaver Shop South Wharf DFO,144.9523782,-37.82539976
Universal Pizza,144.966075,-37.80391066
Oxford,144.9638386,-37.81245199
Armani Exchange,144.9630189,-37.81073331
Nashi,144.9726281,-37.81430616
Vacant (Shop 13),144.9622297,-37.81512975
Melbourne International Film Festival,144.9645574,-37.81567229
Au Domain Administration,144.9651925,-37.80392916
Focus On Furniture,144.9523782,-37.82539976
Rich Mark Development (Group) Pty Ltd,144.959964,-37.81269018
Gilmores,144.901215,-37.82997464
Bohemian Bar & Restaurant,144.9523782,-37.82539976
Acorn Consulting Group,144.9735719,-37.81424291
Spotless Services,144.9832828,-37.81992883
Vacant,144.9704962,-37.81055707
Vacant,144.9704962,-37.81055707
Vacant,144.9704962,-37.81055707
Vacant,144.9704962,-37.81055707
Vacant,144.9704962,-37.81055707
Prime Foreign Education Consultant,144.9621886,-37.81758572
Kinnov Pty Ltd,144.9595185,-37.80804357
Melbourne Grammar School Art & Craft Centre,144.9761745,-37.83549693
RMIT,144.9657034,-37.810658
Australia Master Group Pty Ltd,144.9583339,-37.81753764
Raltone International,144.952987,-37.79866485
Glass Expansion,144.9187862,-37.82221049
The Black Arm Band Company,144.9670988,-37.81346756
Hidden Agenda,144.9378299,-37.81315031
Interrisk Australia Pty Ltd,144.9584199,-37.81690508
Taste T,144.9579514,-37.8176551
Hardy Amies,144.951187,-37.81501701
Elephant,144.9645574,-37.81567229
Vacant,144.9714146,-37.8090402
Vacant,144.9714146,-37.8090402
Vacant,144.9714146,-37.8090402
Vacant,144.9714146,-37.8090402
Vacant,144.9714146,-37.8090402
Vacant,144.9714146,-37.8090402
Vacant,144.9714146,-37.8090402
Vacant,144.9714146,-37.8090402
Vacant,144.9714146,-37.8090402
Snapperhead Fish And Chips,144.9466965,-37.79823272
Museums Victoria,144.9599653,-37.81877654
Crisp Creative Salad,144.9568348,-37.81767359
Brand Republic,144.9253775,-37.82304058
Vest Build,144.9440647,-37.8015694
Red Rooster 2,144.9523393,-37.81815358
Taxman Financial Group,144.9628116,-37.81581721
The Sunflower Foundation,144.9661707,-37.81699341
Saba,144.9630189,-37.81073331
North Melbourne Supa IGA,144.949918,-37.80459297
Malkoun & Co Lawyers,144.9607032,-37.81194755
Entre Shield Property,144.9627098,-37.81858716
Stephen McLaughlan Gallery,144.9667041,-37.81674222
Gorman,144.9657741,-37.81449441
Unisuper Management Pty Ltd,144.9629442,-37.81491502
Seedling Cafe,144.9654844,-37.81710105
Desigual Melbourne,144.9628783,-37.81261442
Agriculture Victoria,144.9627288,-37.8013409
Betts,144.9378299,-37.81315031
Australian Gem Testing Laboratory,144.9663304,-37.81584476
Outre Gallery,144.962202,-37.81282221
wwwShop,144.9475368,-37.81486994
Ridley Corporation,144.957018,-37.81647428
Afterpay,144.9580529,-37.81075363
Keepers,144.9629429,-37.80055752
Brioche By Philip ,144.9609288,-37.81625601
Blueprint / Lauren's Hall,144.9409125,-37.80119874
Gray Puksand ,144.9556244,-37.81551353
Vicki Accounting And Service Pty Ltd,144.9628116,-37.81581721
Volcom,144.9523782,-37.82539976
E2 Design Lab,144.9649678,-37.81719024
Novotech (Australia) Pty Ltd ,144.9670522,-37.80245924
The Little Mule Cafe,144.9623885,-37.81379815
Heading & Associates,144.9351905,-37.79045391
Herron Todd White,144.9625867,-37.8162988
Chocolateria San Churro QV,144.9657034,-37.810658
Vacant,144.9480061,-37.80831512
Piccolo Developments,144.9656727,-37.80451563
Cellarbrationis at Victoria Market,144.9579396,-37.80588805
Dex Audio,144.9341274,-37.79515364
Tenix Solutions,144.9563621,-37.81252116
Nabe One,144.9638386,-37.81245199
Australian Nursing Federation & Midwifery Federation,144.9579933,-37.80988001
LJ Hooker,144.9601146,-37.8087318
Correct Care Australia Pty Limited,144.9655184,-37.82286936
Dr Heather Gaynor Simmonds,144.9733552,-37.81383756
Memphis Blues Cafe,144.9349411,-37.79900382
Guzman Y Gomez Swanston Street,144.9642637,-37.8112271
Pizza Hut,144.9479753,-37.81925128
Collins Street Gallery ,144.9612229,-37.81739636
Australian Muslim Social Services Agency Inc,144.938842,-37.79153996
G-Star Raw,144.9638386,-37.81245199
Vacant ,144.9412561,-37.81265573
Parks Victoria,144.9578132,-37.81636534
Intensive Legal Firm,144.9627098,-37.81858716
Vacant,144.9646727,-37.81216387
Vacant,144.9646727,-37.81216387
Melbourne Assessment Prison,144.9504578,-37.81278506
Vacant,144.9701092,-37.81281453
Mr Kitchen,144.9630189,-37.81073331
Zeitz Workplace Lawyers,144.9601101,-37.81596878
Chow Down,144.9658365,-37.81296443
Kevlah Homes,144.9187862,-37.82221049
Qualitas Securities,144.9693797,-37.81398457
Metropolitan Fire & Emergency Services Board,144.9752199,-37.80896136
Vital Diamonds International Pty Ltd,144.9663304,-37.81584476
vacant,144.9499533,-37.81089374
Nicholes Family Lawyers,144.9583529,-37.8130525
Royal Women's Hospital Foundation Limited,144.9539269,-37.79746438
Illuminati,144.9500956,-37.802235
Sool Tong,144.9599073,-37.81386746
University High School,144.9560633,-37.79746671
The Coffee Club Waterfront City,144.9378299,-37.81315031
Mescada,144.9187862,-37.82221049
My Mortgage Freedom,144.9767624,-37.8373358
Mozi,144.9630189,-37.81073331
MP Burke Commercial Real Estate Pty Ltd,144.96859,-37.8091536
Booteek,144.9574732,-37.81753383
Alpha Barbers @ Flinders Lane,144.9663028,-37.81685974
Australia Post,144.9695889,-37.79709657
7-Eleven,144.9492969,-37.80318159
Zen Japanese Massage,144.9599518,-37.8139639
Move 'n' Go Fitness,144.9669529,-37.80781082
T S Book Shop,144.9686606,-37.81330845
Pronto On Flinders,144.9632258,-37.81784765
Sephora,144.9630189,-37.81073331
ERM,144.9559235,-37.81773521
Australian Dairy Herd Improvement Scheme,144.9599653,-37.81877654
Grossi Florentino,144.9708473,-37.81172969
Fantastic Home & Gifts Docklands,144.9378299,-37.81315031
Remuneration Strategies Group Pty Limited,144.9642312,-37.81597639
Danaher Lane Studios,144.946348,-37.80317736
Vacant,144.9602891,-37.81485954
Vacant,144.9602891,-37.81485954
Complete Risk Analysis Pty Ltd,144.960802,-37.8168697
Metro Trains Melbourne Pty Ltd,144.9381264,-37.80802407
Beyond Sport,144.9475776,-37.81656591
Dee Casa,144.9635826,-37.82348388
The Hassett Group,144.9649678,-37.81719024
vacant,144.9673183,-37.80036743
CT Pets QV,144.9657034,-37.810658
Naughty Nuri's Warung and Grill ,144.9630189,-37.81073331
Sidekicker,144.9638507,-37.81763918
National Credit Management Limited,144.9556244,-37.81551353
Dairy Australia,144.9662623,-37.82066923
Colostomy Association Of Victoria Incorporated,144.9645574,-37.81567229
Vacant,144.9676946,-37.81676378
Calvin Klein Watch & Jewelry,144.9638386,-37.81245199
Apple And Pear Australia Limited,144.9791902,-37.81749991
Enlight Group,144.962689,-37.81601764
Clear Edge,144.939901,-37.80029669
TAB,144.9475776,-37.81656591
City Tempo,144.958212,-37.81022045
Engage Media Collective Inc,144.9670988,-37.81346756
Falconer Advisers,144.9610146,-37.81453148
Commonwealth Bank of Australia,144.9500934,-37.82068699
North West Optical Pty Ltd,144.9522624,-37.80813416
City Dental Care Cosmetic Centre,144.9553253,-37.81622847
Vacant,144.9500001,-37.82027075
Vacant (Shop 1),144.9622297,-37.81512975
Dolan Uyghur Food Heaven,144.966972,-37.80966479
Pauls Car Detailing,144.9513796,-37.8030336
Einstein College,144.9638507,-37.81763918
Royal Freemasons Homes of Victoria,144.9834051,-37.84761497
DKO Architecture (Aust)  Pty Ltd,144.9390269,-37.81517782
Epicure Catering,144.9667551,-37.81486813
Lucy Treloar,144.9540178,-37.80139544
Vacant,144.95331,-37.80068232
Vacant,144.95331,-37.80068232
Halperin & Co,144.9612978,-37.81302037
Crazy Wing,144.9675488,-37.81229698
Pizza Rapido,144.9630189,-37.81073331
Bird of Prey,144.9658102,-37.81472467
Higgins Legal,144.9679569,-37.79983347
McQueen Financle Group,144.9627888,-37.81722704
RetPro,144.951187,-37.81501701
Alternative Engineering,144.9383985,-37.79483258
Aix Cafe Creperie Salon,144.9655966,-37.8166033
Practicus,144.9582721,-37.81974184
Infotrack Pty Limited,144.9589237,-37.81817724
Serena Lindeman Millinery,144.9667041,-37.81674222
Wise Earth Property Group,144.9606403,-37.80955764
MIA Collins St Medical Imaging,144.9656577,-37.81541957
Reverence,144.9352778,-37.79000411
Telstra,144.959504,-37.81398314
Australian Bureau of Statistics,144.9549514,-37.81275166
Vacant (Shop 41),144.9622297,-37.81512975
Anna Thomas Boutique,144.9689753,-37.81350285
Legal Transcripts Pty Ltd,144.9563105,-37.81323022
IContact Optometrists,144.9662952,-37.81272047
Business for Millenium,144.9401994,-37.81427742
Kennards Self Storage Pty Ltd ,144.9354274,-37.7890527
German Service Shop,144.9429999,-37.80392929
Bluestones 520 Cafe,144.9583865,-37.81527349
Rainbow,144.9501914,-37.79382016
Porta Via,144.960034,-37.80240996
Promat Australia Pty Ltd,144.9449612,-37.81396231
Sope Web Technologies,144.9859889,-37.81609349
AED Legal Centre,144.965095,-37.81763649
Keybridge Capital Limited,144.9700863,-37.81640747
Bobbie Peels,144.9559672,-37.80395618
Metal Couture,144.9667041,-37.81674222
Senateshj,144.9643486,-37.81473293
Seasalt Fish & Sushi Bar,144.9676437,-37.79828024
Aesop,144.9638386,-37.81245199
Wild Dog,144.9514349,-37.78428452
Platypus,144.9523782,-37.82539976
Fuji Xerox Document Management Solutions Pty Ltd,144.9609391,-37.81680552
Drummond Golf Melbourne,144.958725,-37.80837571
Vacant,144.9349338,-37.82184633
Magnolia,144.9630189,-37.81073331
Porter Plant,144.9218372,-37.82176499
Specialist Orthopedic Surgery Clinic,144.9841619,-37.81229599
Melbourne Office Furniture,144.9187862,-37.82221049
Prime Value Asset Management Ltd,144.9624375,-37.81798973
Butterfly Internet,144.9614561,-37.81220274
Complete Financial Solutions,144.9464675,-37.80245191
Dafel Dolls & Bears,144.9645574,-37.81567229
Microhire,144.9345251,-37.82495144
Monita Hair,144.9428756,-37.79096577
Sr's Namaste Indian Bistro,144.9666993,-37.80443778
Zomato Australia Pty Limited,144.9713152,-37.81460613
Advanced Vet Care,144.9335438,-37.7934646
The Myer Foundation,144.9676824,-37.80916581
Honan Group,144.9662623,-37.82066923
Sage & Grace Cafe,144.9605953,-37.79301958
Vacant,144.9579815,-37.79063726
Victoria Police,144.9509981,-37.81379938
Samo Lawyers,144.954319,-37.7997297
Street Furniture Australia,144.9687787,-37.79708919
Jet Hair Stylist,144.9603867,-37.80892511
Pharmaceutical Packaging Professionals,144.9072331,-37.82721134
Keypath Education Australia Pty Ltd,144.9759275,-37.81642072
Portmans,144.9630189,-37.81073331
CDY Investments Pty Ltd,144.9726281,-37.81430616
Vacant,144.960908,-37.81323451
Arrow Training Services,144.9712295,-37.79476659
Melbourne Osteothealth,144.9731551,-37.7979825
Wipro Australia Pty Ltd,144.9662961,-37.83070462
vacant,144.9681789,-37.79803089
vacant,144.9681789,-37.79803089
Citi Hair,144.9495517,-37.80497299
Beulah Group Holdings,144.9724724,-37.81346244
Statewide Resources Centre,144.9701333,-37.79563143
Jemena Limited,144.9557275,-37.81902044
Landmark Computers,144.96077,-37.814189
The Harbour Kitchen,144.9451224,-37.81888389
vacant,144.9686149,-37.80356075
ESRI Australia,144.9595185,-37.80804357
Clinuvel Pharmaceuticals,144.9618774,-37.81846456
Express Kebabs,144.9612468,-37.79739836
Aplus Education,144.9606804,-37.81402844
Biomerieux Australia,144.9253775,-37.82304058
Pickford Pharmacy,144.9685194,-37.79758461
Topjuice,144.9638386,-37.81245199
O-Bento,144.9726281,-37.81430616
Alpha14 Property,144.9555529,-37.81677365
Ramsay Pharmacy,144.9596403,-37.81331323
Jalin Realty Australia Pty Ltd,144.9599783,-37.81120131
Decjuba,144.9523782,-37.82539976
Mr Christopher  Brown,144.9841619,-37.81229599
Hot Dish,144.9577258,-37.78363445
Vacant,144.9681732,-37.80752222
Vacant,144.9681732,-37.80752222
Vacant,144.9681732,-37.80752222
Captains Bar ,144.9475776,-37.81656591
AC Media Group,144.9362954,-37.82366685
Planum Partners,144.9726281,-37.81430616
Evolution Health,144.977677,-37.83949217
Bendon Lingerie Outlet,144.9523782,-37.82539976
Seidler Group,144.9088158,-37.82386708
Queenie's Restaurant & Cafe,144.9693922,-37.82956555
The Gardens Shop,144.9803723,-37.83016988
Fidelity International,144.9633433,-37.81611256
MEK Consultancy Group,144.9599857,-37.81452036
Health Issues Centre,144.9661578,-37.81361669
Mr Grazier,144.9493733,-37.81733574
Cube Management,144.9711075,-37.81240259
(No) Concept Store,144.9657774,-37.81507697
BankVic,144.9718354,-37.80990475
Vacant,144.9720412,-37.81584246
GDL Accessories,144.9303643,-37.79956857
Commissoner for Better Regulation / Essential Services Commission,144.9714146,-37.8090402
Suitpack Pty Ltd,144.9591876,-37.8192157
Zero Latency,144.9379105,-37.79585047
Jacaranda Industries,144.9499517,-37.81158684
H.I.S Australia Pty Ltd,144.9659697,-37.8153942
RCon Shopfitters & Construction,144.9448408,-37.80484851
Sumo Salad,144.9657034,-37.810658
AND,144.9303643,-37.79956857
Correct Accident Repairs,144.9400125,-37.79697613
Sunny Asian Grocery,144.9434599,-37.82044558
Scram Software,144.9628116,-37.81581721
Elizabeth Andrews Corporate Catering,144.9538819,-37.81325936
RogenSi,144.9599676,-37.81482935
Old Town White Cafe,144.9615988,-37.81155119
Quanjude Restaurant ,144.9586601,-37.81145082
Shuji Sushi,144.956182,-37.8165272
Dentists in East Melbourne,144.9787048,-37.80963919
Hopkinson & Associates Pty Ltd,144.9601101,-37.81596878
ACCA Cafe,144.9671699,-37.82656258
Albert St Consulting,144.9843298,-37.81014349
ARG Planning Pty Ltd,144.9358418,-37.7914562
Kaneda Japanese Restaurant,144.9672768,-37.8124312
Eckersley's,144.9626708,-37.80779355
Arm Architecture,144.9559229,-37.81942855
Discount Notebooks,144.9617626,-37.81212877
Chemiplas Australia,144.9791902,-37.81749991
Partners In Training Australia Pty Ltd,144.9610851,-37.82726677
Vacant,144.9654067,-37.81548342
Vacant,144.9654067,-37.81548342
Vacant,144.9654067,-37.81548342
Vacant,144.9654067,-37.81548342
Vacant,144.9654067,-37.81548342
Vacant,144.9654067,-37.81548342
Nuvocca,144.962639,-37.814114
Dr Cynthia R Davis,144.9681545,-37.81464273
Berry Michael Property Group,144.9620054,-37.81714399
